Ticker,Company,Sector,Industry,MarketCap,P/E,FwdP/E,InsiderOwn,EarningsDate,Volume,Price,RS,Date,ATH,52W High,U/D,^IXIC Total,Total,Prev Total,No1,No4,No5,No6,SMA10,EMA8,EMA21,SMA50,SMA200,EMA8 Gap,SMA200 Gap,Volume SMA50,BuyFlg1,BuyFlg2,BuyFlg4,BuyingFlg
TW,Tradeweb Markets Inc,Financial,Capital Markets,21.80B,59.82,34.28,46.01%,Feb 06/b,"1,008,824",102.50,,,,,,,,,,,,,,,,,,,,,,,,
STT,State Street Corp.,Financial,Asset Management,21.60B,13.00,8.38,0.66%,Jan 19/b,"1,873,984",71.55,,,,,,,,,,,,,,,,,,,,,,,,
HEI-A,Heico Corp.,Industrials,Aerospace & Defense,21.57B,53.70,38.13,45.26%,Dec 18/b,"302,112",156.01,,,,,,,,,,,,,,,,,,,,,,,,
TRGP,Targa Resources Corp,Energy,Oil & Gas Midstream,21.50B,26.19,13.91,2.07%,Feb 15/b,"3,174,102",96.36,,,,,,,,,,,,,,,,,,,,,,,,
FE,Firstenergy Corp.,Utilities,Utilities - Regulated Electric,21.34B,19.34,13.01,0.13%,Feb 08/a,"4,110,505",37.15,,,,,,,,,,,,,,,,,,,,,,,,
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,21.21B,-,13.02,0.59%,Feb 08/b,"5,002,790",41.77,,,,,,,,,,,,,,,,,,,,,,,,
LYV,Live Nation Entertainment Inc,Communication Services,Entertainment,21.20B,63.57,42.03,37.75%,Feb 22/a,"2,332,740",92.05,,,,,,,,,,,,,,,,,,,,,,,,
ETR,Entergy Corp.,Utilities,Utilities - Regulated Electric,21.15B,14.37,13.89,0.54%,Feb 22/b,"1,257,683",100.01,,,,,,,,,,,,,,,,,,,,,,,,
PTC,PTC Inc,Technology,Software - Application,21.15B,89.36,29.06,1.23%,Jan 31/a,"1,143,813",176.89,,,,,,,,,,,,,,,,,,,,,,,,
VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,21.13B,25.18,24.28,4.09%,Feb 06/a,"1,534,591",85.77,,,,,,,,,,,,,,,,,,,,,,,,
WRB,W.R. Berkley Corp.,Financial,Insurance - Property & Casualty,21.03B,16.19,12.62,21.95%,Jan 24/a,"968,738",81.98,,,,,,,,,,,,,,,,,,,,,,,,
IFF,International Flavors & Fragrances Inc.,Basic Materials,Specialty Chemicals,20.94B,455.72,17.71,10.09%,Feb 20/a,"2,654,658",82.03,,,,,,,,,,,,,,,,,,,,,,,,
ARE,Alexandria Real Estate Equities Inc.,Real Estate,REIT - Office,20.79B,219.24,31.44,1.48%,Jan 29/a,"899,318",118.83,,,,,,,,,,,,,,,,,,,,,,,,
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,Integrated Freight & Logistics,20.60B,28.65,20.84,20.98%,Jan 18/a,"1,740,283",199.73,,,,,,,,,,,,,,,,,,,,,,,,
ENTG,Entegris Inc,Technology,Semiconductor Equipment & Materials,20.38B,113.80,29.75,0.63%,Feb 13/a,"2,813,148",135.52,,,,,,,,,,,,,,,,,,,,,,,,
TDY,Teledyne Technologies Inc,Technology,Scientific & Technical Instruments,20.32B,23.30,19.36,1.19%,Jan 24/b,"193,553",430.76,,,,,,,,,,,,,,,,,,,,,,,,
CBOE,Cboe Global Markets Inc.,Financial,Financial Data & Stock Exchanges,20.24B,26.87,21.48,0.45%,Feb 02/b,"1,393,741",191.72,,,,,,,,,,,,,,,,,,,,,,,,
GPC,Genuine Parts Co.,Consumer Cyclical,Specialty Retail,20.23B,15.45,13.52,0.36%,Feb 15/b,"1,146,869",144.28,,,,,,,,,,,,,,,,,,,,,,,,
LUV,Southwest Airlines Co,Industrials,Airlines,20.20B,46.05,14.03,0.52%,Jan 25/b,"8,855,352",33.86,,,,,,,,,,,,,,,,,,,,,,,,
ES,Eversource Energy,Utilities,Utilities - Regulated Electric,20.11B,-,12.10,0.61%,Feb 14/b,"3,555,285",57.52,,,,,,,,,,,,,,,,,,,,,,,,
AXON,Axon Enterprise Inc,Industrials,Aerospace & Defense,20.06B,136.81,65.10,6.32%,Feb 27/a,"296,140",267.70,,,,,,,,,,,,,,,,,,,,,,,,
INVH,Invitation Homes Inc,Real Estate,REIT - Residential,20.05B,59.94,43.06,0.58%,Feb 13/a,"2,749,536",32.77,,,,,,,,,,,,,,,,,,,,,,,,
IRM,Iron Mountain Inc.,Real Estate,REIT - Specialty,19.98B,72.16,36.99,0.85%,Feb 22/b,"1,602,682",68.42,,,,,,,,,,,,,,,,,,,,,,,,
STLD,Steel Dynamics Inc.,Basic Materials,Steel,19.84B,8.40,13.96,6.43%,Jan 23/a,"1,014,279",122.61,,,,,,,,,,,,,,,,,,,,,,,,
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,19.81B,46.14,37.11,42.56%,Feb 14/a,"4,560,037",40.95,,,,,,,,,,,,,,,,,,,,,,,,
DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,19.74B,19.99,16.99,0.39%,Dec 15/b,"1,567,464",165.31,,,,,,,,,,,,,,,,,,,,,,,,
FLT,Fleetcor Technologies Inc,Technology,Software - Infrastructure,19.70B,20.68,12.08,6.09%,Feb 07/a,"433,398",272.91,,,,,,,,,,,,,,,,,,,,,,,,
HPE,Hewlett Packard Enterprise Co,Technology,Communication Equipment,19.51B,9.75,7.06,0.41%,Feb 29/a,"9,652,688",15.01,,,,,,,,,,,,,,,,,,,,,,,,
BALL,Ball Corp.,Consumer Cyclical,Packaging & Containers,19.51B,27.75,17.87,0.62%,Feb 01/b,"1,689,012",61.88,,,,,,,,,,,,,,,,,,,,,,,,
PPL,PPL Corp,Utilities,Utilities - Regulated Electric,19.49B,26.41,14.49,0.26%,Feb 16/b,"6,267,361",26.44,,,,,,,,,,,,,,,,,,,,,,,,
VRSN,Verisign Inc.,Technology,Software - Infrastructure,19.40B,24.29,21.83,0.94%,Feb 08/a,"569,280",192.23,,,,,,,,,,,,,,,,,,,,,,,,
LPLA,LPL Financial Holdings Inc,Financial,Capital Markets,19.35B,18.75,13.00,0.80%,Feb 01/a,"373,459",255.86,,,,,,,,,,,,,,,,,,,,,,,,
DKNG,DraftKings Inc.,Consumer Cyclical,Gambling,19.27B,-,57.67,4.26%,Feb 15/a,"18,770,144",41.32,,,,,,,,,,,,,,,,,,,,,,,,
APP,Applovin Corp,Technology,Software - Application,19.25B,57.20,19.11,55.02%,Feb 14/a,"6,227,993",57.33,,,,,,,,,,,,,,,,,,,,,,,,
WBA,Walgreens Boots Alliance Inc,Healthcare,Pharmaceutical Retailers,19.24B,33.55,6.31,17.54%,Jan 04/b,"10,856,519",22.31,,,,,,,,,,,,,,,,,,,,,,,,
K,Kellanova Co,Consumer Defensive,Packaged Foods,19.23B,20.36,14.74,16.16%,Feb 08/b,"3,114,242",56.13,,,,,,,,,,,,,,,,,,,,,,,,
MKL,Markel Group Inc,Financial,Insurance - Property & Casualty,19.21B,9.89,14.72,1.98%,Feb 01/b,"44,600",1453.13,,,,,,,,,,,,,,,,,,,,,,,,
WAT,Waters Corp.,Healthcare,Diagnostics & Research,19.16B,29.86,24.64,0.26%,Feb 06/b,"301,941",323.95,,,,,,,,,,,,,,,,,,,,,,,,
PFG,Principal Financial Group Inc,Financial,Asset Management,19.14B,32.16,9.63,0.54%,Feb 12/a,"959,373",80.30,,,,,,,,,,,,,,,,,,,,,,,,
HUBB,Hubbell Inc.,Industrials,Electrical Equipment & Parts,19.06B,25.30,20.28,0.35%,Jan 30/b,"341,304",355.35,,,,,,,,,,,,,,,,,,,,,,,,
CLX,Clorox Co.,Consumer Defensive,Household & Personal Products,18.89B,239.26,23.50,0.21%,Feb 01/a,"669,336",152.24,,,,,,,,,,,,,,,,,,,,,,,,
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,18.88B,-,15.30,20.16%,Feb 05/b,"2,814,990",54.05,,,,,,,,,,,,,,,,,,,,,,,,
ALNY,Alnylam Pharmaceuticals Inc,Healthcare,Biotechnology,18.85B,-,-,0.61%,Feb 15/b,"1,338,437",149.69,,,,,,,,,,,,,,,,,,,,,,,,
BAH,Booz Allen Hamilton Holding Corp,Industrials,Consulting Services,18.83B,46.82,24.77,1.69%,Jan 26/b,"614,737",145.10,,,,,,,,,,,,,,,,,,,,,,,,
ZM,Zoom Video Communications Inc,Technology,Software - Application,18.67B,82.26,13.99,24.46%,Feb 26/a,"3,742,755",61.32,,,,,,,,,,,,,,,,,,,,,,,,
CCL,Carnival Corp.,Consumer Cyclical,Travel Services,18.65B,-,10.75,22.57%,Dec 21/b,"24,917,132",14.76,,,,,,,,,,,,,,,,,,,,,,,,
EXPE,Expedia Group Inc,Consumer Cyclical,Travel Services,18.53B,25.30,8.92,4.61%,Feb 08/a,"2,443,211",135.99,,,,,,,,,,,,,,,,,,,,,,,,
CTRA,Coterra Energy Inc,Energy,Oil & Gas E&P,18.53B,8.51,11.62,1.78%,Feb 22/a,"6,409,274",24.63,,,,,,,,,,,,,,,,,,,,,,,,
HBAN,"Huntington Bancshares, Inc.",Financial,Banks - Regional,18.48B,10.31,9.15,1.23%,Jan 19/b,"16,990,922",12.76,,,,,,,,,,,,,,,,,,,,,,,,
WMG,Warner Music Group Corp,Communication Services,Entertainment,18.46B,40.00,24.46,74.34%,Feb 08/b,"1,157,210",35.65,,,,,,,,,,,,,,,,,,,,,,,,
AEE,Ameren Corp.,Utilities,Utilities - Regulated Electric,18.37B,15.87,15.28,0.55%,Feb 22/a,"1,530,441",69.87,,,,,,,,,,,,,,,,,,,,,,,,
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,18.34B,112.13,42.36,0.76%,Feb 14/a,"184,492",435.38,,,,,,,,,,,,,,,,,,,,,,,,
LH,Laboratory Corp. Of America Holdings,Healthcare,Diagnostics & Research,18.31B,46.17,13.41,0.33%,Feb 15/b,"857,150",215.67,,,,,,,,,,,,,,,,,,,,,,,,
J,Jacobs Solutions Inc,Industrials,Engineering & Construction,18.27B,25.95,15.75,1.21%,Feb 06/b,"529,166",145.37,,,,,,,,,,,,,,,,,,,,,,,,
MKC,"McCormick & Co., Inc.",Consumer Defensive,Packaged Foods,18.26B,26.98,22.45,6.44%,Jan 25/b,"2,326,526",68.06,,,,,,,,,,,,,,,,,,,,,,,,
RS,Reliance Inc.,Basic Materials,Steel,18.25B,14.04,15.92,0.68%,Feb 15/b,"423,546",317.57,,,,,,,,,,,,,,,,,,,,,,,,
STX,Seagate Technology Holdings Plc,Technology,Computer Hardware,18.18B,-,18.33,0.56%,Jan 24/a,"1,781,117",86.77,,,,,,,,,,,,,,,,,,,,,,,,
SIRI,Sirius XM Holdings Inc,Communication Services,Entertainment,18.17B,14.57,14.97,83.84%,Feb 01/b,"13,841,958",4.73,,,,,,,,,,,,,,,,,,,,,,,,
SNAP,Snap Inc,Communication Services,Internet Content & Information,18.07B,-,-,36.98%,Feb 06/a,"37,406,100",10.95,,,,,,,,,,,,,,,,,,,,,,,,
IOT,Samsara Inc,Technology,Software - Infrastructure,17.79B,-,353.67,69.15%,Mar 07/a,"3,251,655",32.93,,,,,,,,,,,,,,,,,,,,,,,,
WDC,Western Digital Corp.,Technology,Computer Hardware,17.64B,-,9.01,1.42%,Jan 25/a,"5,141,369",54.13,,,,,,,,,,,,,,,,,,,,,,,,
NTAP,Netapp Inc,Technology,Computer Hardware,17.61B,26.54,13.29,0.33%,Feb 29/a,"1,546,389",85.46,,,,,,,,,,,,,,,,,,,,,,,,
CNP,Centerpoint Energy Inc.,Utilities,Utilities - Regulated Electric,17.54B,22.05,16.02,0.24%,Feb 20/b,"5,225,756",27.79,,,,,,,,,,,,,,,,,,,,,,,,
JBL,Jabil Inc,Technology,Electronic Components,17.52B,23.40,12.88,3.47%,Dec 14/b,"823,489",137.33,,,,,,,,,,,,,,,,,,,,,,,,
HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,17.51B,35.46,16.92,1.54%,Feb 01/a,"1,452,544",74.58,,,,,,,,,,,,,,,,,,,,,,,,
OMC,"Omnicom Group, Inc.",Communication Services,Advertising Agencies,17.49B,12.76,10.65,1.08%,Feb 06/a,"1,423,368",88.36,,,,,,,,,,,,,,,,,,,,,,,,
IEX,Idex Corporation,Industrials,Specialty Industrial Machinery,17.42B,29.33,25.13,0.20%,Feb 06/a,"537,749",230.35,,,,,,,,,,,,,,,,,,,,,,,,
CINF,Cincinnati Financial Corp.,Financial,Insurance - Property & Casualty,17.41B,9.51,15.97,2.05%,Feb 06/a,"448,467",110.94,,,,,,,,,,,,,,,,,,,,,,,,
FDS,Factset Research Systems Inc.,Financial,Financial Data & Stock Exchanges,17.40B,36.97,25.93,0.23%,Dec 19/b,"184,378",456.86,,,,,,,,,,,,,,,,,,,,,,,,
VTR,Ventas Inc,Real Estate,REIT - Healthcare Facilities,17.32B,-,-,0.51%,Feb 14/a,"3,190,000",43.04,,,,,,,,,,,,,,,,,,,,,,,,
ENPH,Enphase Energy Inc,Technology,Solar,17.32B,41.61,23.40,3.95%,Feb 06/a,"4,047,546",127.55,,,,,,,,,,,,,,,,,,,,,,,,
EPAM,EPAM Systems Inc,Technology,Information Technology Services,17.18B,42.17,24.67,2.49%,Feb 15/b,"659,430",297.81,,,,,,,,,,,,,,,,,,,,,,,,
ATO,Atmos Energy Corp.,Utilities,Utilities - Regulated Gas,17.15B,18.05,16.13,0.35%,Feb 06/a,"843,317",113.69,,,,,,,,,,,,,,,,,,,,,,,,
RF,Regions Financial Corp.,Financial,Banks - Regional,17.13B,8.77,8.26,0.26%,Jan 19/b,"6,049,153",18.42,,,,,,,,,,,,,,,,,,,,,,,,
WLK,Westlake Corporation,Basic Materials,Specialty Chemicals,17.02B,36.11,13.98,73.31%,Feb 20/b,"1,853,403",132.81,,,,,,,,,,,,,,,,,,,,,,,,
CSL,Carlisle Companies Inc.,Industrials,Building Products & Equipment,16.89B,23.55,16.70,0.90%,Feb 06/a,"218,601",346.92,,,,,,,,,,,,,,,,,,,,,,,,
AVY,Avery Dennison Corp.,Consumer Cyclical,Packaging & Containers,16.89B,33.82,19.90,1.56%,Jan 31/b,"606,785",209.71,,,,,,,,,,,,,,,,,,,,,,,,
EXPD,"Expeditors International Of Washington, Inc.",Industrials,Integrated Freight & Logistics,16.80B,23.11,22.28,0.68%,Feb 20/b,"2,688,911",115.57,,,,,,,,,,,,,,,,,,,,,,,,
CMS,CMS Energy Corporation,Utilities,Utilities - Regulated Electric,16.79B,19.01,15.80,0.60%,Feb 01/b,"3,457,470",57.03,,,,,,,,,,,,,,,,,,,,,,,,
LDOS,Leidos Holdings Inc,Technology,Information Technology Services,16.77B,86.92,14.23,1.20%,Feb 13/b,"1,319,620",123.50,,,,,,,,,,,,,,,,,,,,,,,,
BMRN,Biomarin Pharmaceutical Inc.,Healthcare,Biotechnology,16.70B,116.11,46.52,1.95%,Feb 22/a,"1,859,731",88.67,,,,,,,,,,,,,,,,,,,,,,,,
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,16.65B,18.42,12.61,0.36%,Jan 30/a,"1,903,869",103.92,,,,,,,,,,,,,,,,,,,,,,,,
ERIE,Erie Indemnity Co.,Financial,Insurance Brokers,16.55B,46.74,36.09,46.00%,Feb 26/a,"103,917",355.48,,,,,,,,,,,,,,,,,,,,,,,,
VST,Vistra Corp,Utilities,Utilities - Independent Power Producers,16.50B,13.60,10.14,0.97%,Feb 28/b,"4,732,888",46.15,,,,,,,,,,,,,,,,,,,,,,,,
SYF,Synchrony Financial,Financial,Credit Services,16.47B,7.82,6.33,0.76%,Jan 23/b,"5,947,074",40.48,,,,,,,,,,,,,,,,,,,,,,,,
L,Loews Corp.,Financial,Insurance - Property & Casualty,16.41B,11.75,-,17.27%,Feb 05/b,"890,877",73.87,,,,,,,,,,,,,,,,,,,,,,,,
FSLR,First Solar Inc,Technology,Solar,16.37B,34.73,11.56,6.24%,Feb 27/a,"1,605,553",153.25,,,,,,,,,,,,,,,,,,,,,,,,
AKAM,Akamai Technologies Inc,Technology,Software - Infrastructure,16.34B,30.72,14.76,1.80%,Feb 13/a,"2,390,642",108.36,,,,,,,,,,,,,,,,,,,,,,,,
NTRS,Northern Trust Corp.,Financial,Asset Management,16.33B,15.68,11.86,2.09%,Jan 18/b,"1,186,144",79.61,,,,,,,,,,,,,,,,,,,,,,,,
AVTR,Avantor Inc.,Basic Materials,Specialty Chemicals,16.31B,50.82,19.43,2.56%,Feb 14/b,"7,367,548",24.05,,,,,,,,,,,,,,,,,,,,,,,,
TXT,Textron Inc.,Industrials,Aerospace & Defense,16.31B,18.51,12.12,0.60%,Jan 24/b,"1,076,175",84.58,,,,,,,,,,,,,,,,,,,,,,,,
SUI,"Sun Communities, Inc.",Real Estate,REIT - Residential,16.28B,71.62,55.53,1.85%,Feb 20/a,"1,332,503",130.85,,,,,,,,,,,,,,,,,,,,,,,,
CE,Celanese Corp,Basic Materials,Chemicals,16.26B,8.34,10.16,0.47%,Feb 20/a,"1,203,282",149.37,,,,,,,,,,,,,,,,,,,,,,,,
MAS,Masco Corp.,Industrials,Building Products & Equipment,16.26B,18.40,16.20,0.40%,Feb 08/b,"1,933,332",73.97,,,,,,,,,,,,,,,,,,,,,,,,
HRL,Hormel Foods Corp.,Consumer Defensive,Packaged Foods,16.10B,20.37,17.89,47.16%,Feb 29/b,"2,673,889",29.44,,,,,,,,,,,,,,,,,,,,,,,,
LII,Lennox International Inc,Industrials,Building Products & Equipment,15.97B,27.13,20.21,10.29%,Jan 31/b,"208,606",448.86,,,,,,,,,,,,,,,,,,,,,,,,
CG,Carlyle Group Inc,Financial,Asset Management,15.97B,77.13,9.75,47.34%,Feb 07/b,"3,211,516",44.26,,,,,,,,,,,,,,,,,,,,,,,,
VTRS,Viatris Inc,Healthcare,Drug Manufacturers - Specialty & Generic,15.88B,8.78,4.74,1.94%,Feb 28/b,"14,424,630",13.24,,,,,,,,,,,,,,,,,,,,,,,,
SSNC,SS&C Technologies Holdings Inc,Technology,Software - Application,15.84B,26.81,11.40,13.32%,Feb 13/a,"1,110,340",64.01,,,,,,,,,,,,,,,,,,,,,,,,
FWONK,Liberty Media Corp.,Communication Services,Entertainment,15.80B,35.25,66.29,13.85%,Nov 03/b,"1,052,735",67.35,,,,,,,,,,,,,,,,,,,,,,,,
BBY,Best Buy Co. Inc.,Consumer Cyclical,Specialty Retail,15.78B,12.64,11.89,10.95%,Feb 29/b,"3,180,286",73.27,,,,,,,,,,,,,,,,,,,,,,,,
CRBG,Corebridge Financial Inc.,Financial,Asset Management,15.75B,15.02,4.28,61.61%,Feb 15/b,"3,620,101",25.34,,,,,,,,,,,,,,,,,,,,,,,,
NWS,News Corp,Communication Services,Entertainment,15.55B,69.05,31.15,81.71%,Feb 07/a,"591,641",27.40,,,,,,,,,,,,,,,,,,,,,,,,
BSY,Bentley Systems Inc,Technology,Software - Application,15.49B,97.29,53.58,29.58%,Feb 27/b,"876,995",52.33,,,,,,,,,,,,,,,,,,,,,,,,
GDDY,Godaddy Inc,Technology,Software - Infrastructure,15.34B,11.37,17.91,0.79%,Feb 13/a,"1,591,013",108.90,,,,,,,,,,,,,,,,,,,,,,,,
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,15.31B,36.67,21.48,0.44%,Jan 30/a,"1,446,230",100.17,,,,,,,,,,,,,,,,,,,,,,,,
PKG,Packaging Corp Of America,Consumer Cyclical,Packaging & Containers,15.20B,19.99,16.95,2.11%,Jan 25/b,"733,638",169.61,,,,,,,,,,,,,,,,,,,,,,,,
RIVN,Rivian Automotive Inc,Consumer Cyclical,Auto Manufacturers,15.19B,-,-,30.05%,Feb 21/a,"27,029,076",15.89,,,,,,,,,,,,,,,,,,,,,,,,
NDSN,Nordson Corp.,Industrials,Specialty Industrial Machinery,15.09B,31.22,24.40,10.32%,Feb 21/a,"178,625",264.11,,,,,,,,,,,,,,,,,,,,,,,,
TRMB,Trimble Inc,Technology,Scientific & Technical Instruments,14.96B,48.22,20.07,0.61%,Feb 12/b,"2,131,859",60.13,,,,,,,,,,,,,,,,,,,,,,,,
MANH,"Manhattan Associates, Inc.",Technology,Software - Application,14.95B,85.98,55.28,1.32%,Jan 30/a,"251,889",242.88,,,,,,,,,,,,,,,,,,,,,,,,
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,14.95B,36.90,39.73,0.74%,Feb 06/a,"627,594",232.95,,,,,,,,,,,,,,,,,,,,,,,,
NWSA,News Corp,Communication Services,Entertainment,14.90B,66.15,29.85,33.73%,Feb 07/a,"3,964,961",26.25,,,,,,,,,,,,,,,,,,,,,,,,
WSO,Watsco Inc.,Industrials,Industrial Distribution,14.89B,27.68,23.48,14.80%,Feb 13/b,"272,417",377.91,,,,,,,,,,,,,,,,,,,,,,,,
POOL,Pool Corporation,Industrials,Industrial Distribution,14.88B,27.84,27.23,2.92%,Feb 22/b,"236,092",384.77,,,,,,,,,,,,,,,,,,,,,,,,
DT,Dynatrace Inc,Technology,Software - Application,14.88B,75.59,37.92,12.28%,Feb 08/b,"4,252,880",50.26,,,,,,,,,,,,,,,,,,,,,,,,
EQT,EQT Corp,Energy,Oil & Gas E&P,14.86B,7.97,6.55,6.70%,Feb 13/a,"6,013,601",33.73,,,,,,,,,,,,,,,,,,,,,,,,
GGG,Graco Inc.,Industrials,Specialty Industrial Machinery,14.86B,29.93,26.29,1.00%,Jan 29/a,"510,682",88.01,,,,,,,,,,,,,,,,,,,,,,,,
MAA,"Mid-America Apartment Communities, Inc.",Real Estate,REIT - Residential,14.78B,26.91,28.31,0.73%,Feb 07/a,"768,015",126.62,,,,,,,,,,,,,,,,,,,,,,,,
LW,Lamb Weston Holdings Inc,Consumer Defensive,Packaged Foods,14.75B,13.29,15.46,2.02%,Jan 04/b,"1,499,894",102.16,,,,,,,,,,,,,,,,,,,,,,,,
CF,CF Industries Holdings Inc,Basic Materials,Agricultural Inputs,14.75B,9.85,13.56,0.55%,Feb 14/a,"2,815,005",77.19,,,,,,,,,,,,,,,,,,,,,,,,
CELH,Celsius Holdings Inc,Consumer Defensive,Beverages - Non-Alcoholic,14.73B,129.08,66.48,33.45%,Nov 07/b,"3,431,615",63.56,,,,,,,,,,,,,,,,,,,,,,,,
CFG,Citizens Financial Group Inc,Financial,Banks - Regional,14.63B,10.08,7.76,0.73%,Jan 17/b,"3,347,776",31.37,,,,,,,,,,,,,,,,,,,,,,,,
DPZ,Dominos Pizza Inc,Consumer Cyclical,Restaurants,14.55B,28.52,26.56,0.64%,Feb 26/b,"449,058",417.15,,,,,,,,,,,,,,,,,,,,,,,,
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,14.47B,13.38,15.21,19.69%,Feb 13/a,"4,321,497",42.36,,,,,,,,,,,,,,,,,,,,,,,,
TRU,TransUnion,Industrials,Consulting Services,14.45B,-,16.78,0.45%,Feb 13/b,"1,477,619",74.60,,,,,,,,,,,,,,,,,,,,,,,,
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,14.36B,15.53,15.33,6.14%,Nov 16/b,"824,612",223.82,,,,,,,,,,,,,,,,,,,,,,,,
FWONA,Liberty Media Corp.,Communication Services,Entertainment,14.32B,31.95,59.96,90.52%,Nov 03/b,"60,379",61.03,,,,,,,,,,,,,,,,,,,,,,,,
FOXA,Fox Corporation,Communication Services,Entertainment,14.29B,17.83,8.09,49.99%,Feb 07/b,"2,752,902",30.09,,,,,,,,,,,,,,,,,,,,,,,,
BEN,"Franklin Resources, Inc.",Financial,Asset Management,14.27B,14.30,9.38,45.81%,Jan 29/b,"2,395,475",27.10,,,,,,,,,,,,,,,,,,,,,,,,
UAL,United Airlines Holdings Inc,Industrials,Airlines,14.26B,5.51,3.70,0.47%,Jan 22/a,"12,298,960",43.46,,,,,,,,,,,,,,,,,,,,,,,,
SNA,"Snap-on, Inc.",Industrials,Tools & Accessories,14.20B,14.35,13.40,1.90%,Feb 08/b,"393,166",269.04,,,,,,,,,,,,,,,,,,,,,,,,
FNF,Fidelity National Financial Inc,Financial,Insurance - Specialty,14.19B,21.61,10.51,5.52%,Feb 21/a,"1,901,051",52.13,,,,,,,,,,,,,,,,,,,,,,,,
LECO,"Lincoln Electric Holdings, Inc.",Industrials,Tools & Accessories,14.13B,26.37,23.61,2.34%,Feb 15/b,"380,466",246.99,,,,,,,,,,,,,,,,,,,,,,,,
SAIA,Saia Inc.,Industrials,Trucking,14.06B,39.92,27.16,0.24%,Feb 02/b,"364,853",529.41,,,,,,,,,,,,,,,,,,,,,,,,
RPM,"RPM International, Inc.",Basic Materials,Specialty Chemicals,14.03B,26.71,19.63,1.28%,Jan 04/b,"351,253",108.84,,,,,,,,,,,,,,,,,,,,,,,,
ZBRA,Zebra Technologies Corp.,Technology,Communication Equipment,13.97B,47.54,19.16,0.78%,Feb 15/b,"523,785",271.93,,,,,,,,,,,,,,,,,,,,,,,,
DGX,"Quest Diagnostics, Inc.",Healthcare,Diagnostics & Research,13.92B,16.54,13.13,0.85%,Feb 01/b,"1,124,842",123.80,,,,,,,,,,,,,,,,,,,,,,,,
HST,Host Hotels & Resorts Inc,Real Estate,REIT - Hotel & Motel,13.87B,18.61,21.15,1.23%,Feb 21/a,"6,141,191",19.66,,,,,,,,,,,,,,,,,,,,,,,,
OKTA,Okta Inc,Technology,Software - Infrastructure,13.83B,-,42.56,6.09%,Feb 28/a,"2,863,079",83.66,,,,,,,,,,,,,,,,,,,,,,,,
GEN,Gen Digital Inc,Technology,Software - Infrastructure,13.82B,10.00,9.77,9.07%,Feb 01/a,"5,634,018",21.70,,,,,,,,,,,,,,,,,,,,,,,,
XPO,XPO Inc,Industrials,Trucking,13.74B,74.43,24.76,2.33%,Feb 07/b,"1,564,798",118.31,,,,,,,,,,,,,,,,,,,,,,,,
NTNX,Nutanix Inc,Technology,Software - Infrastructure,13.63B,-,43.77,0.28%,Feb 28/a,"2,494,374",56.18,,,,,,,,,,,,,,,,,,,,,,,,
CAG,Conagra Brands Inc,Consumer Defensive,Packaged Foods,13.61B,13.87,10.57,0.49%,Jan 04/b,"5,821,402",28.48,,,,,,,,,,,,,,,,,,,,,,,,
DKS,"Dicks Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,13.61B,14.86,12.90,31.12%,Mar 14/b,"1,063,816",166.45,,,,,,,,,,,,,,,,,,,,,,,,
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,13.60B,11.95,7.02,15.12%,Feb 15/b,"5,636,057",30.30,,,,,,,,,,,,,,,,,,,,,,,,
SWK,Stanley Black & Decker Inc,Industrials,Tools & Accessories,13.56B,-,15.49,1.91%,Feb 01/b,"817,222",88.46,,,,,,,,,,,,,,,,,,,,,,,,
MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,13.56B,8.57,8.35,0.41%,Feb 21/a,"10,169,882",23.17,,,,,,,,,,,,,,,,,,,,,,,,
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,13.53B,14.38,10.55,10.47%,Feb 13/b,"2,008,732",62.72,,,,,,,,,,,,,,,,,,,,,,,,
H,Hyatt Hotels Corporation,Consumer Cyclical,Lodging,13.52B,29.49,41.57,57.87%,Feb 15/b,"745,525",132.28,,,,,,,,,,,,,,,,,,,,,,,,
PATH,UiPath Inc,Technology,Software - Infrastructure,13.48B,-,44.87,23.92%,Mar 13/a,"9,995,605",23.82,,,,,,,,,,,,,,,,,,,,,,,,
ALB,Albemarle Corp.,Basic Materials,Specialty Chemicals,13.48B,8.61,14.37,0.36%,Feb 14/a,"3,840,190",114.82,,,,,,,,,,,,,,,,,,,,,,,,
